user_id,liked_categories,price_preference,activity_level
user_018,"['Pharmacy', 'Salon', 'Cobbler', 'Barbershop', 'Bakery', 'Church', 'Hardware', 'Car Wash', 'Food Vendor', 'Electronics Store']",budget,medium
user_019,"['Hardware Kiosk', 'Electronics Store', 'Barbershop', 'Tailor Shop', 'Salon', 'Pharmacy', 'Food Vendor', 'Hardware']",mid,medium
user_020,"['Tailor Shop', 'Salon', 'Church', 'Pharmacy', 'Barbershop', 'Car Wash', 'General Shop', 'Bakery']",budget,low
user_021,"['Electronics Store', 'Hardware Kiosk', 'Church', 'Cobbler', 'Hardware', 'Mobile Money Agent', 'Car Wash', 'Barbershop', 'Bakery', 'Motorbike Repair', 'Tailor Shop', 'Food Vendor']",budget,high
user_022,"['Motorbike Repair', 'General Shop', 'Hardware', 'Cobbler', 'Car Wash', 'Tailor Shop', 'Mobile Money Agent', 'Bakery', 'Hardware Kiosk', 'Barbershop']",budget,medium
user_023,"['Car Wash', 'Pharmacy', 'Mobile Money Agent', 'Hardware Kiosk', 'Bakery', 'Cobbler', 'Tailor Shop', 'Motorbike Repair']",budget,medium
user_024,"['Hardware', 'General Shop', 'Food Vendor', 'Electronics Store', 'Church', 'Mobile Money Agent', 'Motorbike Repair', 'Bakery', 'Tailor Shop', 'Car Wash', 'Cobbler', 'Salon']",budget,medium
user_025,"['Motorbike Repair', 'General Shop', 'Electronics Store', 'Church', 'Cobbler', 'Pharmacy', 'Barbershop', 'Hardware', 'Car Wash', 'Mobile Money Agent', 'Food Vendor']",budget,high
user_026,"['Church', 'General Shop', 'Electronics Store', 'Barbershop', 'Mobile Money Agent', 'Cobbler', 'Pharmacy', 'Motorbike Repair', 'Hardware Kiosk']",premium,medium
user_027,"['Barbershop', 'Mobile Money Agent', 'Tailor Shop', 'Motorbike Repair', 'General Shop', 'Cobbler', 'Car Wash', 'Electronics Store', 'Church']",budget,low
user_028,"['Tailor Shop', 'Food Vendor', 'Hardware', 'Car Wash', 'Cobbler', 'Mobile Money Agent', 'Motorbike Repair', 'Electronics Store', 'Pharmacy', 'Bakery', 'General Shop']",premium,medium
user_029,"['Salon', 'Electronics Store', 'Bakery', 'Tailor Shop', 'Barbershop', 'Hardware Kiosk', 'Motorbike Repair', 'Car Wash', 'Church', 'Mobile Money Agent']",budget,low
user_030,"['Cobbler', 'Church', 'Pharmacy', 'Barbershop', 'Hardware', 'General Shop', 'Mobile Money Agent', 'Car Wash', 'Hardware Kiosk', 'Electronics Store', 'Motorbike Repair', 'Bakery']",budget,high
user_031,"['Car Wash', 'Pharmacy', 'Cobbler', 'Tailor Shop', 'Barbershop', 'Hardware', 'Hardware Kiosk', 'Salon', 'Church']",budget,low
user_032,"['Bakery', 'Salon', 'Electronics Store', 'Cobbler', 'General Shop', 'Barbershop', 'Car Wash', 'Tailor Shop', 'Motorbike Repair']",mid,medium
user_033,"['Bakery', 'Electronics Store', 'Hardware Kiosk', 'Barbershop', 'Motorbike Repair', 'Food Vendor', 'Cobbler', 'Pharmacy']",premium,medium
user_034,"['Salon', 'Barbershop', 'Electronics Store', 'Church', 'General Shop', 'Hardware Kiosk', 'Food Vendor', 'Mobile Money Agent', 'Car Wash', 'Bakery', 'Hardware', 'Pharmacy']",budget,high
user_035,"['Hardware Kiosk', 'General Shop', 'Electronics Store', 'Barbershop', 'Cobbler', 'Pharmacy', 'Salon', 'Food Vendor', 'Car Wash', 'Motorbike Repair', 'Church', 'Hardware']",budget,low
user_036,"['Tailor Shop', 'Hardware Kiosk', 'Motorbike Repair', 'Electronics Store', 'Church', 'Food Vendor', 'General Shop', 'Barbershop', 'Pharmacy', 'Bakery', 'Mobile Money Agent']",budget,medium
user_037,"['Hardware Kiosk', 'Pharmacy', 'Electronics Store', 'Bakery', 'Salon', 'Mobile Money Agent', 'Church', 'Food Vendor', 'Motorbike Repair', 'Car Wash']",mid,high
user_038,"['Food Vendor', 'Cobbler', 'Pharmacy', 'Hardware Kiosk', 'Electronics Store', 'Hardware', 'Tailor Shop', 'Mobile Money Agent', 'Church', 'Bakery', 'Motorbike Repair', 'Car Wash']",mid,low
user_039,"['Motorbike Repair', 'Bakery', 'Mobile Money Agent', 'Food Vendor', 'General Shop', 'Pharmacy', 'Electronics Store', 'Car Wash', 'Church', 'Tailor Shop']",budget,medium
user_040,"['General Shop', 'Mobile Money Agent', 'Hardware Kiosk', 'Cobbler', 'Motorbike Repair', 'Pharmacy', 'Salon', 'Tailor Shop', 'Church', 'Bakery', 'Barbershop', 'Car Wash']",budget,low
user_041,"['Cobbler', 'Tailor Shop', 'Church', 'Car Wash', 'Motorbike Repair', 'Food Vendor', 'Bakery', 'Pharmacy', 'Hardware', 'General Shop']",budget,high
user_042,"['Salon', 'Tailor Shop', 'Hardware', 'Electronics Store', 'Motorbike Repair', 'Bakery', 'Barbershop', 'Church', 'Mobile Money Agent', 'Cobbler', 'General Shop', 'Pharmacy']",mid,medium
user_043,"['Hardware Kiosk', 'Motorbike Repair', 'General Shop', 'Food Vendor', 'Hardware', 'Mobile Money Agent', 'Barbershop', 'Car Wash']",mid,high
user_044,"['Hardware', 'Tailor Shop', 'Motorbike Repair', 'General Shop', 'Mobile Money Agent', 'Salon', 'Cobbler', 'Hardware Kiosk', 'Pharmacy', 'Bakery', 'Church']",budget,medium
user_045,"['Church', 'Car Wash', 'Hardware Kiosk', 'Food Vendor', 'Hardware', 'Cobbler', 'Motorbike Repair', 'Mobile Money Agent']",budget,medium
user_046,"['Barbershop', 'Motorbike Repair', 'Tailor Shop', 'General Shop', 'Car Wash', 'Bakery', 'Cobbler', 'Mobile Money Agent', 'Hardware Kiosk', 'Pharmacy', 'Electronics Store']",mid,high
user_047,"['Pharmacy', 'Motorbike Repair', 'Hardware', 'Barbershop', 'Car Wash', 'Tailor Shop', 'Food Vendor', 'Cobbler', 'Bakery', 'Mobile Money Agent', 'Electronics Store', 'Hardware Kiosk']",mid,high
user_048,"['Pharmacy', 'Hardware Kiosk', 'Tailor Shop', 'Mobile Money Agent', 'Motorbike Repair', 'General Shop', 'Salon', 'Barbershop', 'Electronics Store', 'Food Vendor', 'Bakery', 'Cobbler']",mid,low
user_049,"['Food Vendor', 'Barbershop', 'Hardware Kiosk', 'Salon', 'Pharmacy', 'Tailor Shop', 'Bakery', 'Electronics Store', 'Church', 'Car Wash']",budget,medium
user_050,"['Pharmacy', 'Cobbler', 'Electronics Store', 'Car Wash', 'Hardware Kiosk', 'Food Vendor', 'Bakery', 'Mobile Money Agent', 'Salon', 'Barbershop', 'Church']",mid,low
user_051,"['Hardware', 'Bakery', 'General Shop', 'Hardware Kiosk', 'Salon', 'Tailor Shop', 'Food Vendor', 'Barbershop', 'Cobbler', 'Car Wash', 'Electronics Store', 'Motorbike Repair']",budget,low
user_052,"['Car Wash', 'Food Vendor', 'Motorbike Repair', 'Hardware', 'Pharmacy', 'Church', 'Electronics Store', 'Bakery']",budget,medium
user_053,"['Food Vendor', 'Cobbler', 'Electronics Store', 'Barbershop', 'Car Wash', 'Motorbike Repair', 'Hardware', 'Pharmacy']",budget,high
user_054,"['Mobile Money Agent', 'Barbershop', 'Bakery', 'Motorbike Repair', 'Electronics Store', 'Tailor Shop', 'Food Vendor', 'Hardware Kiosk', 'Car Wash']",budget,low
user_055,"['Tailor Shop', 'Barbershop', 'Hardware Kiosk', 'Bakery', 'Mobile Money Agent', 'Church', 'Food Vendor', 'Cobbler', 'Motorbike Repair', 'Car Wash', 'General Shop', 'Salon']",budget,medium
user_056,"['Church', 'General Shop', 'Hardware', 'Cobbler', 'Hardware Kiosk', 'Food Vendor', 'Mobile Money Agent', 'Tailor Shop', 'Electronics Store', 'Motorbike Repair', 'Car Wash', 'Bakery']",mid,medium
user_057,"['Barbershop', 'Pharmacy', 'Hardware', 'Food Vendor', 'Mobile Money Agent', 'Bakery', 'Motorbike Repair', 'Cobbler']",budget,medium
user_058,"['Barbershop', 'General Shop', 'Motorbike Repair', 'Food Vendor', 'Cobbler', 'Car Wash', 'Salon', 'Tailor Shop', 'Electronics Store']",mid,medium
user_059,"['Salon', 'General Shop', 'Hardware', 'Cobbler', 'Food Vendor', 'Tailor Shop', 'Hardware Kiosk', 'Pharmacy', 'Mobile Money Agent']",budget,medium
user_060,"['Mobile Money Agent', 'Tailor Shop', 'Pharmacy', 'Car Wash', 'Electronics Store', 'Bakery', 'Cobbler', 'Hardware Kiosk', 'Food Vendor', 'General Shop', 'Motorbike Repair', 'Church']",budget,medium
user_061,"['Salon', 'Bakery', 'Pharmacy', 'Mobile Money Agent', 'Barbershop', 'Car Wash', 'Electronics Store', 'Hardware', 'General Shop']",budget,low
user_062,"['Pharmacy', 'Church', 'Hardware', 'Car Wash', 'Cobbler', 'Barbershop', 'Mobile Money Agent', 'Bakery']",premium,medium
user_063,"['Electronics Store', 'Cobbler', 'Motorbike Repair', 'Pharmacy', 'Food Vendor', 'Bakery', 'Salon', 'Barbershop', 'Car Wash', 'General Shop']",budget,medium
user_064,"['Tailor Shop', 'Barbershop', 'Hardware', 'Mobile Money Agent', 'General Shop', 'Bakery', 'Car Wash', 'Motorbike Repair', 'Cobbler', 'Hardware Kiosk']",mid,low
user_065,"['Hardware Kiosk', 'Barbershop', 'Mobile Money Agent', 'Electronics Store', 'Pharmacy', 'General Shop', 'Tailor Shop', 'Salon', 'Church', 'Car Wash']",mid,low
user_066,"['Hardware Kiosk', 'Tailor Shop', 'Cobbler', 'Pharmacy', 'Car Wash', 'Church', 'Bakery', 'Motorbike Repair', 'Mobile Money Agent', 'Salon', 'General Shop']",budget,medium
user_067,"['Barbershop', 'Pharmacy', 'Electronics Store', 'Hardware', 'Motorbike Repair', 'Hardware Kiosk', 'Cobbler', 'Car Wash']",mid,medium
user_068,"['Bakery', 'Cobbler', 'Tailor Shop', 'Electronics Store', 'Pharmacy', 'Motorbike Repair', 'Church', 'Hardware', 'Mobile Money Agent', 'Barbershop', 'General Shop', 'Car Wash']",mid,high
user_069,"['Hardware', 'Hardware Kiosk', 'Motorbike Repair', 'General Shop', 'Salon', 'Tailor Shop', 'Electronics Store', 'Cobbler']",mid,medium
user_070,"['Cobbler', 'Tailor Shop', 'Barbershop', 'Hardware', 'Electronics Store', 'Motorbike Repair', 'Hardware Kiosk', 'Bakery', 'Salon', 'General Shop', 'Church', 'Pharmacy']",budget,medium
user_071,"['Electronics Store', 'Motorbike Repair', 'Bakery', 'Barbershop', 'Hardware Kiosk', 'Car Wash', 'Mobile Money Agent', 'Tailor Shop', 'General Shop', 'Hardware', 'Food Vendor']",budget,medium
user_072,"['Pharmacy', 'Barbershop', 'Tailor Shop', 'Bakery', 'Car Wash', 'Cobbler', 'Hardware', 'Motorbike Repair', 'General Shop']",budget,high
user_073,"['Motorbike Repair', 'Electronics Store', 'Tailor Shop', 'Barbershop', 'Salon', 'Mobile Money Agent', 'Church', 'Cobbler', 'Hardware Kiosk']",mid,high
user_074,"['Electronics Store', 'Church', 'Barbershop', 'Hardware', 'Bakery', 'Mobile Money Agent', 'General Shop', 'Tailor Shop', 'Pharmacy', 'Cobbler', 'Hardware Kiosk', 'Food Vendor']",mid,medium
user_075,"['Church', 'Tailor Shop', 'Mobile Money Agent', 'Food Vendor', 'Salon', 'Cobbler', 'Car Wash', 'Pharmacy', 'Bakery', 'Motorbike Repair', 'Electronics Store', 'Hardware Kiosk']",mid,medium
user_076,"['Salon', 'Electronics Store', 'Barbershop', 'Car Wash', 'Mobile Money Agent', 'Cobbler', 'Pharmacy', 'Motorbike Repair', 'Bakery', 'Hardware', 'Church']",budget,medium
user_077,"['Mobile Money Agent', 'Bakery', 'Tailor Shop', 'General Shop', 'Hardware Kiosk', 'Food Vendor', 'Barbershop', 'Church', 'Cobbler', 'Motorbike Repair', 'Electronics Store', 'Salon']",mid,medium
user_078,"['Salon', 'Bakery', 'Electronics Store', 'Motorbike Repair', 'Car Wash', 'Barbershop', 'Cobbler', 'Mobile Money Agent', 'Food Vendor', 'Hardware Kiosk', 'Tailor Shop']",budget,high
user_079,"['Hardware Kiosk', 'Hardware', 'Electronics Store', 'Bakery', 'Tailor Shop', 'Barbershop', 'Motorbike Repair', 'Mobile Money Agent', 'Pharmacy', 'Church', 'Salon']",budget,medium
user_080,"['Electronics Store', 'Mobile Money Agent', 'Hardware', 'Motorbike Repair', 'Church', 'Cobbler', 'Bakery', 'Pharmacy', 'Barbershop', 'Food Vendor', 'Salon', 'Hardware Kiosk']",mid,medium
user_081,"['Food Vendor', 'Mobile Money Agent', 'Church', 'Electronics Store', 'General Shop', 'Barbershop', 'Bakery', 'Pharmacy', 'Tailor Shop']",budget,medium
user_082,"['Hardware Kiosk', 'Barbershop', 'Tailor Shop', 'Car Wash', 'Motorbike Repair', 'Church', 'Electronics Store', 'Hardware']",premium,high
user_083,"['Cobbler', 'Motorbike Repair', 'Salon', 'Pharmacy', 'Hardware', 'Car Wash', 'Food Vendor', 'Bakery', 'Hardware Kiosk', 'Electronics Store', 'Church']",budget,low
user_084,"['Motorbike Repair', 'Cobbler', 'Bakery', 'Church', 'Electronics Store', 'Tailor Shop', 'Barbershop', 'Hardware']",budget,high
user_085,"['Church', 'Hardware', 'Bakery', 'Tailor Shop', 'Cobbler', 'Pharmacy', 'Food Vendor', 'Motorbike Repair', 'Electronics Store', 'Mobile Money Agent', 'Car Wash']",mid,medium
user_086,"['Church', 'Car Wash', 'Motorbike Repair', 'Tailor Shop', 'Hardware Kiosk', 'Bakery', 'Pharmacy', 'Barbershop', 'Cobbler', 'Hardware']",premium,low
user_087,"['General Shop', 'Car Wash', 'Salon', 'Bakery', 'Church', 'Motorbike Repair', 'Pharmacy', 'Hardware', 'Mobile Money Agent', 'Hardware Kiosk', 'Barbershop']",budget,medium
user_088,"['Car Wash', 'Church', 'Electronics Store', 'Food Vendor', 'Bakery', 'Salon', 'Hardware Kiosk', 'Motorbike Repair', 'Tailor Shop']",budget,high
user_089,"['Mobile Money Agent', 'Motorbike Repair', 'Tailor Shop', 'Electronics Store', 'Food Vendor', 'Bakery', 'Car Wash', 'Hardware', 'Pharmacy']",budget,low
user_090,"['Mobile Money Agent', 'Barbershop', 'Motorbike Repair', 'Tailor Shop', 'Car Wash', 'Salon', 'Cobbler', 'Food Vendor', 'Hardware', 'Church', 'Bakery', 'Pharmacy']",budget,medium
user_091,"['Mobile Money Agent', 'Motorbike Repair', 'Tailor Shop', 'Salon', 'Barbershop', 'General Shop', 'Bakery', 'Cobbler', 'Car Wash', 'Hardware']",premium,medium
user_092,"['Pharmacy', 'Barbershop', 'Bakery', 'Food Vendor', 'Salon', 'Hardware Kiosk', 'Motorbike Repair', 'Electronics Store', 'Tailor Shop']",premium,high
user_093,"['Food Vendor', 'Salon', 'Barbershop', 'Motorbike Repair', 'Car Wash', 'Pharmacy', 'Hardware Kiosk', 'Bakery', 'Tailor Shop', 'Mobile Money Agent', 'Church', 'Hardware']",mid,high
user_094,"['Hardware', 'Motorbike Repair', 'Food Vendor', 'General Shop', 'Bakery', 'Salon', 'Tailor Shop', 'Car Wash', 'Cobbler']",budget,medium
user_095,"['Car Wash', 'Barbershop', 'Food Vendor', 'Pharmacy', 'Motorbike Repair', 'Church', 'Hardware Kiosk', 'Bakery', 'Cobbler', 'Mobile Money Agent']",mid,low
user_096,"['Hardware', 'General Shop', 'Electronics Store', 'Pharmacy', 'Barbershop', 'Food Vendor', 'Hardware Kiosk', 'Mobile Money Agent', 'Bakery', 'Motorbike Repair']",mid,medium
user_097,"['Motorbike Repair', 'Hardware', 'Church', 'Hardware Kiosk', 'Mobile Money Agent', 'Tailor Shop', 'General Shop', 'Car Wash', 'Pharmacy', 'Salon']",premium,low
user_098,"['Pharmacy', 'Electronics Store', 'General Shop', 'Hardware Kiosk', 'Bakery', 'Barbershop', 'Car Wash', 'Tailor Shop', 'Hardware', 'Salon']",budget,medium
user_099,"['Cobbler', 'Mobile Money Agent', 'Hardware Kiosk', 'Food Vendor', 'Electronics Store', 'Pharmacy', 'Salon', 'Barbershop', 'General Shop', 'Bakery', 'Motorbike Repair', 'Car Wash']",premium,low
user_100,"['Car Wash', 'Pharmacy', 'Motorbike Repair', 'Food Vendor', 'Cobbler', 'Tailor Shop', 'Mobile Money Agent', 'Salon', 'Hardware', 'Barbershop']",premium,high
user_101,"['Car Wash', 'Mobile Money Agent', 'General Shop', 'Hardware', 'Bakery', 'Food Vendor', 'Hardware Kiosk', 'Motorbike Repair', 'Barbershop', 'Cobbler']",mid,medium
user_102,"['Hardware', 'General Shop', 'Church', 'Hardware Kiosk', 'Motorbike Repair', 'Mobile Money Agent', 'Tailor Shop', 'Electronics Store', 'Pharmacy']",budget,medium
user_103,"['Tailor Shop', 'Salon', 'Pharmacy', 'Motorbike Repair', 'Hardware', 'Food Vendor', 'Church', 'Cobbler', 'Mobile Money Agent']",mid,high
user_104,"['Car Wash', 'Electronics Store', 'Pharmacy', 'Motorbike Repair', 'Cobbler', 'Food Vendor', 'Hardware Kiosk', 'Church']",budget,high
user_105,"['Cobbler', 'Hardware', 'Pharmacy', 'Barbershop', 'Salon', 'General Shop', 'Hardware Kiosk', 'Bakery', 'Church', 'Mobile Money Agent', 'Motorbike Repair', 'Electronics Store']",budget,medium
user_106,"['Pharmacy', 'Church', 'General Shop', 'Salon', 'Bakery', 'Hardware Kiosk', 'Car Wash', 'Tailor Shop', 'Barbershop', 'Food Vendor', 'Cobbler', 'Electronics Store']",premium,low
user_107,"['Food Vendor', 'Tailor Shop', 'Car Wash', 'Cobbler', 'Hardware', 'General Shop', 'Salon', 'Motorbike Repair', 'Hardware Kiosk', 'Pharmacy']",budget,medium
user_108,"['Electronics Store', 'Food Vendor', 'Pharmacy', 'Hardware', 'Car Wash', 'Motorbike Repair', 'Barbershop', 'Cobbler', 'Tailor Shop', 'Church']",mid,medium
user_109,"['Hardware Kiosk', 'Motorbike Repair', 'Bakery', 'Cobbler', 'Pharmacy', 'Church', 'Food Vendor', 'Tailor Shop', 'Electronics Store', 'Salon', 'Car Wash']",budget,high
user_110,"['Cobbler', 'Salon', 'Barbershop', 'Motorbike Repair', 'Car Wash', 'Mobile Money Agent', 'General Shop', 'Food Vendor', 'Tailor Shop', 'Church']",budget,medium
user_111,"['Church', 'Bakery', 'Mobile Money Agent', 'General Shop', 'Tailor Shop', 'Car Wash', 'Hardware Kiosk', 'Cobbler']",mid,medium
user_112,"['Bakery', 'Car Wash', 'Tailor Shop', 'Church', 'Barbershop', 'Hardware', 'Mobile Money Agent', 'General Shop', 'Salon', 'Food Vendor']",premium,low
user_113,"['Food Vendor', 'Car Wash', 'Motorbike Repair', 'Church', 'Hardware', 'General Shop', 'Mobile Money Agent', 'Hardware Kiosk', 'Electronics Store', 'Tailor Shop', 'Barbershop', 'Pharmacy']",budget,medium
user_114,"['Food Vendor', 'Car Wash', 'Mobile Money Agent', 'Motorbike Repair', 'Pharmacy', 'Electronics Store', 'Salon', 'Tailor Shop']",budget,high
user_115,"['Hardware', 'Bakery', 'Hardware Kiosk', 'Barbershop', 'Food Vendor', 'Tailor Shop', 'Electronics Store', 'Mobile Money Agent', 'General Shop', 'Salon', 'Car Wash']",budget,medium
user_116,"['Barbershop', 'Salon', 'Church', 'Hardware Kiosk', 'Cobbler', 'Tailor Shop', 'Food Vendor', 'Electronics Store', 'General Shop', 'Bakery', 'Motorbike Repair', 'Pharmacy']",mid,high
user_117,"['Mobile Money Agent', 'Barbershop', 'Car Wash', 'Electronics Store', 'Bakery', 'Salon', 'Motorbike Repair', 'Pharmacy', 'Tailor Shop', 'General Shop']",budget,high
user_118,"['Mobile Money Agent', 'General Shop', 'Car Wash', 'Pharmacy', 'Salon', 'Church', 'Cobbler', 'Hardware']",premium,high
user_119,"['Cobbler', 'Tailor Shop', 'General Shop', 'Hardware Kiosk', 'Barbershop', 'Food Vendor', 'Pharmacy', 'Bakery', 'Hardware', 'Salon', 'Electronics Store']",budget,high
user_120,"['Barbershop', 'Car Wash', 'Salon', 'Cobbler', 'General Shop', 'Mobile Money Agent', 'Hardware Kiosk', 'Pharmacy']",budget,low
user_121,"['Bakery', 'Cobbler', 'Tailor Shop', 'Hardware', 'Salon', 'Electronics Store', 'Food Vendor', 'Church', 'Pharmacy', 'General Shop', 'Mobile Money Agent']",budget,medium
user_122,"['Bakery', 'Electronics Store', 'Church', 'General Shop', 'Salon', 'Tailor Shop', 'Pharmacy', 'Hardware Kiosk', 'Food Vendor', 'Cobbler', 'Motorbike Repair']",mid,medium
user_123,"['Car Wash', 'Electronics Store', 'Pharmacy', 'Mobile Money Agent', 'Tailor Shop', 'Church', 'Motorbike Repair', 'Salon', 'Barbershop', 'Cobbler']",premium,medium
user_124,"['Church', 'Electronics Store', 'Barbershop', 'Food Vendor', 'Mobile Money Agent', 'Pharmacy', 'Hardware Kiosk', 'Hardware']",premium,high
user_125,"['Pharmacy', 'Bakery', 'Barbershop', 'Electronics Store', 'Hardware Kiosk', 'Tailor Shop', 'Hardware', 'Mobile Money Agent']",budget,medium
user_126,"['Church', 'Barbershop', 'Hardware Kiosk', 'Car Wash', 'General Shop', 'Bakery', 'Food Vendor', 'Mobile Money Agent', 'Salon']",budget,medium
user_127,"['General Shop', 'Bakery', 'Electronics Store', 'Hardware', 'Church', 'Pharmacy', 'Car Wash', 'Tailor Shop', 'Cobbler', 'Hardware Kiosk', 'Food Vendor']",budget,medium
user_128,"['Church', 'Hardware Kiosk', 'Car Wash', 'Cobbler', 'Pharmacy', 'Salon', 'Motorbike Repair', 'Food Vendor']",budget,medium
user_129,"['Cobbler', 'Car Wash', 'Bakery', 'Barbershop', 'Hardware', 'Salon', 'Hardware Kiosk', 'Pharmacy', 'Electronics Store', 'Church', 'Motorbike Repair', 'Tailor Shop']",mid,medium
user_130,"['Motorbike Repair', 'Bakery', 'Car Wash', 'Electronics Store', 'Tailor Shop', 'Barbershop', 'Church', 'Hardware Kiosk', 'Hardware', 'General Shop']",budget,medium
user_131,"['Pharmacy', 'Tailor Shop', 'Church', 'Hardware', 'Cobbler', 'Bakery', 'Motorbike Repair', 'Electronics Store', 'Barbershop']",budget,medium
user_132,"['Cobbler', 'Barbershop', 'Bakery', 'Hardware', 'Mobile Money Agent', 'General Shop', 'Hardware Kiosk', 'Motorbike Repair', 'Pharmacy', 'Salon', 'Car Wash']",budget,low
user_133,"['Electronics Store', 'Salon', 'Motorbike Repair', 'Mobile Money Agent', 'Tailor Shop', 'Pharmacy', 'General Shop', 'Hardware']",mid,medium
user_134,"['General Shop', 'Bakery', 'Car Wash', 'Pharmacy', 'Cobbler', 'Mobile Money Agent', 'Motorbike Repair', 'Hardware Kiosk', 'Barbershop', 'Hardware', 'Electronics Store', 'Salon']",budget,medium
user_135,"['Food Vendor', 'General Shop', 'Barbershop', 'Church', 'Hardware Kiosk', 'Car Wash', 'Salon', 'Cobbler', 'Mobile Money Agent', 'Tailor Shop']",budget,medium
user_136,"['Church', 'General Shop', 'Salon', 'Tailor Shop', 'Pharmacy', 'Motorbike Repair', 'Mobile Money Agent', 'Bakery', 'Cobbler', 'Electronics Store', 'Hardware Kiosk', 'Barbershop']",premium,high
user_137,"['Hardware Kiosk', 'Salon', 'Tailor Shop', 'Electronics Store', 'Food Vendor', 'Pharmacy', 'Bakery', 'Car Wash', 'Motorbike Repair']",budget,low
user_138,"['Tailor Shop', 'Salon', 'Food Vendor', 'Barbershop', 'Hardware Kiosk', 'Motorbike Repair', 'Bakery', 'Pharmacy', 'Hardware', 'Cobbler', 'Mobile Money Agent', 'General Shop']",budget,medium
user_139,"['Salon', 'Hardware', 'Church', 'Car Wash', 'Bakery', 'Mobile Money Agent', 'Tailor Shop', 'Food Vendor', 'General Shop']",budget,low
user_140,"['Pharmacy', 'Church', 'General Shop', 'Food Vendor', 'Motorbike Repair', 'Hardware Kiosk', 'Cobbler', 'Salon']",budget,medium
user_141,"['Hardware', 'Electronics Store', 'Pharmacy', 'Car Wash', 'General Shop', 'Barbershop', 'Mobile Money Agent', 'Bakery', 'Salon']",premium,low
user_142,"['Hardware Kiosk', 'Pharmacy', 'Electronics Store', 'Hardware', 'General Shop', 'Car Wash', 'Barbershop', 'Food Vendor', 'Motorbike Repair']",mid,high
user_143,"['Barbershop', 'Motorbike Repair', 'Cobbler', 'Hardware', 'Mobile Money Agent', 'Tailor Shop', 'Bakery', 'Church', 'Car Wash', 'Electronics Store', 'Pharmacy', 'Salon']",premium,high
